stem,dom_nodes,nesting_depth,layout_element_count,img_count,structural_ratio,img_height,score,dom_nodes_norm,nesting_depth_norm,layout_element_count_norm,img_count_norm,structural_ratio_norm,img_height_norm
210,653,15,270,44,0.9419740777667,5464,0.235822526104583,0.03992651561543172,0.05343511450381679,0.027455765710799267,0.03735144312393888,0.9390171407803657,0.31774917689314575
211,510,20,301,27,0.8908451558142355,5178,0.2238547180363418,0.031169626454378443,0.07251908396946564,0.030608094366483627,0.022920203735144314,0.8852827453675263,0.30062855432505237
213,556,9,228,16,0.9457211889644322,6999,0.24231352073329412,0.03398652786282915,0.030534351145038167,0.023184868822452714,0.013582342954159592,0.9429552006311488,0.4096378329841365
214,1099,31,554,104,0.9639947116140644,5062,0.263701144836921,0.0672382118799755,0.11450381679389313,0.056335163717714055,0.08828522920203735,0.9621599218367654,0.2936845255911404
215,578,14,369,34,0.9067282321899737,5589,0.22975743217402977,0.03533374157991427,0.04961832061068702,0.037522879804759,0.028862478777589132,0.9019752057941265,0.3252319664771027
216,422,15,216,16,0.8917653455775737,7024,0.23535784324994805,0.025780771586037966,0.05343511450381679,0.021964612568639415,0.013582342954159592,0.8862498269861068,0.41113439090092785
217,906,34,515,38,0.9239913626548472,5065,0.2466638710215251,0.055419473361910596,0.12595419847328243,0.05236933089282082,0.03225806451612903,0.9201180463438524,0.29386411254115535
218,803,14,347,37,0.9089238359543632,8152,0.25806117915482163,0.049112063686466624,0.04961832061068702,0.035285743339434614,0.031409168081494056,0.9042826951042925,0.47865908410655494
221,591,13,231,43,0.8350285351934053,4122,0.2009932579931091,0.036129822412737295,0.04580152671755725,0.02348993288590604,0.0365025466893039,0.8266217713333658,0.23741394791978448
222,701,25,244,100,0.9621307555852636,8947,0.28843684526385105,0.04286589099816289,0.0916030534351145,0.02481187716087045,0.08488964346349745,0.9602009806649401,0.5262496258605208
223,780,25,389,47,0.9625766113220925,3624,0.23117225166809294,0.047703612982241274,0.0916030534351145,0.039556640227781166,0.039898132427843805,0.9606695567182768,0.20760251421730022
224,734,27,372,36,0.9113703751450303,6592,0.2507732242737086,0.044886711573790566,0.09923664122137404,0.037827943868212324,0.030560271646859084,0.9068539072332424,0.38527387009877284
226,815,16,336,49,0.9650927500326991,4780,0.2371631972841067,0.04984690753214942,0.05725190839694656,0.034167175106772425,0.04159592529711375,0.9633139150819244,0.27680335228973363
228,438,13,189,8,0.9634411384217335,6499,0.23997618523100148,0.02676056338028169,0.04580152671755725,0.01921903599755949,0.006791171477079796,0.9615781391652217,0.3797066746483089
229,419,29,212,21,0.8972733202870189,3000,0.20568981431141495,0.02559706062461727,0.10687022900763359,0.02155786048403498,0.017826825127334467,0.8920384820106819,0.17024842861418737
233,583,19,283,37,0.9386699507389162,5734,0.23899762268964334,0.035639926515615435,0.06870229007633588,0.028777709985763678,0.031409168081494056,0.9355446390841584,0.33391200239449265
234,579,22,299,8,0.927715545841302,4923,0.22702320224916953,0.0353949785670545,0.08015267175572519,0.03040471832418141,0.006791171477079796,0.9240320097971962,0.2853636635737803
235,573,22,222,11,0.8771768847608704,7694,0.24487548787444904,0.03502755664421311,0.08015267175572519,0.022574740695546065,0.00933786078098472,0.8709179542992885,0.45124214307093685
238,1449,31,587,64,0.9859278865291813,9111,0.30641217455836184,0.08867115737905695,0.11450381679389313,0.05969086841570063,0.05432937181663837,0.9852107871502096,0.5360670457946722
239,1048,25,517,39,0.9579659626819766,9442,0.2921838789965773,0.06411512553582364,0.0916030534351145,0.052572706935123045,0.03310696095076401,0.9558239545096483,0.5558814726129901
240,2878,21,1072,92,0.9650216562387615,10412,0.3361349731227701,0.17617881200244948,0.07633587786259542,0.1090095586739882,0.07809847198641766,0.963239198426674,0.6139479197844957
241,1636,20,681,93,0.9903234626312098,5233,0.2690983012453603,0.10012247397428047,0.07251908396946564,0.06924954240390482,0.07894736842105263,0.9898303569614648,0.3039209817419934
242,1136,16,361,85,0.9796312569093774,6261,0.2632790321486881,0.06950398040416411,0.05725190839694656,0.03670937563555013,0.07215619694397284,0.97859328823104,0.36545944328045493
244,1452,25,680,0,0.9685537881958979,5894,0.2600078455253694,0.08885486834047765,0.0916030534351145,0.06914785438275371,0.0,0.9669513239319126,0.3434899730619575
245,1192,17,559,65,0.8463030995459515,10217,0.2811282448550437,0.07293325168401715,0.061068702290076333,0.0568436038234696,0.055178268251273345,0.8384708750479029,0.6022747680335229
247,1927,11,624,78,0.9706960197323284,7801,0.28543795924037824,0.11794243723208818,0.03816793893129771,0.06345332519829164,0.06621392190152801,0.9692027212242599,0.45764741095480393
248,3871,34,1073,7,0.9898790920954799,8210,0.32491488345175246,0.23698714023270054,0.12595419847328243,0.10911124669513932,0.005942275042444821,0.9893633417934367,0.48213109847351093
250,1326,12,1049,34,0.8992671552298468,15000,0.3402311838345177,0.08113900796080833,0.04198473282442748,0.10667073418751272,0.028862478777589132,0.8941339205827187,0.8885962286740496
251,1482,51,709,26,0.9790848333002262,6156,0.2854821177358829,0.09069197795468463,0.19083969465648856,0.07209680699613585,0.022071307300509338,0.9780190194775479,0.35917390002993116
252,1000,18,452,30,0.9866860985866315,8504,0.2805382302280534,0.06117575015309247,0.0648854961832061,0.045962985560301,0.025466893039049237,0.986007636857694,0.49973061957497755
253,1980,44,738,207,0.9692240096661774,5013,0.29908073795954293,0.12118799755052051,0.16412213740458015,0.075045759609518,0.17572156196943972,0.9676556991489699,0.2907512720742293
254,1,1,0,0,1.0,8078,0.24570487877880876,0.0,0.0,0.0,0.0,1.0,0.4742292726728524
255,1,1,0,0,1.0,4012,0.20513818218098376,0.0,0.0,0.0,0.0,1.0,0.23082909308590244
256,1,1,0,0,1.0,16861,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0
257,1971,34,923,33,0.9734439075438215,15827,0.37977594865563336,0.12063686466625842,0.12595419847328243,0.09385804352247305,0.02801358234295416,0.9720906383673236,0.9381023645615085
260,5571,29,1597,54,0.9892710790163396,13065,0.40294723593004034,0.34109001837109615,0.10687022900763359,0.16239576977832013,0.04584040747028863,0.9887243450385066,0.7727626459143969
261,1464,25,686,0,0.9685117838756907,5894,0.2602246500517962,0.08958971218616044,0.0916030534351145,0.06975798250966037,0.0,0.9669071791178843,0.3434899730619575
262,1680,31,797,61,0.9916394919665031,7493,0.29676200344872766,0.1028169014084507,0.11450381679389313,0.08104535285743339,0.05178268251273345,0.9912134496999211,0.43920981741993415
263,1033,27,431,64,0.9314298074843176,7424,0.27060083076144037,0.06319657072872015,0.09923664122137404,0.04382753711612772,0.05432937181663837,0.9279355461161919,0.43507931756958995
264,1070,20,431,31,0.960808215825442,7164,0.2644084851308416,0.06546233925290876,0.07251908396946564,0.04382753711612772,0.02631578947368421,0.9588110457379034,0.4195151152349596
265,1614,20,642,119,0.9660579894271041,4563,0.2609563835183823,0.09877526025719535,0.07251908396946564,0.0652837095790116,0.10101867572156197,0.9643283420110748,0.26381322957198444
266,16331,25,9834,1178,0.9691504501043551,13450,0.8091651803901869,1.0,0.0916030534351145,1.0,1.0,0.9675783910730236,0.7958096378329841
272,2838,23,1705,81,0.972672195247712,8044,0.3238851733006158,0.17372933251684017,0.08396946564885496,0.17337807606263983,0.06876061120543293,0.9712796004639105,0.47219395390601615
274,6768,18,2671,309,0.9809066365656965,14265,0.4729541627843476,0.4143906919779547,0.0648854961832061,0.27160870449461055,0.2623089983022071,0.9799336598277238,0.8445974259203831
275,1420,33,687,78,0.982969492144684,9838,0.31779914467180786,0.0868952847519902,0.12213740458015267,0.06985967053081148,0.06621392190152801,0.9821016362513995,0.5795869500149656
277,2002,24,780,128,0.964145956243521,12531,0.35023531891302667,0.12253521126760564,0.08778625954198473,0.07931665649786455,0.10865874363327674,0.9623188737256951,0.740796168811733
279,1068,28,436,39,0.9648896973807946,6285,0.2626388154228714,0.0653398652786283,0.10305343511450382,0.04433597722188326,0.03310696095076401,0.9631005150908741,0.36689613888057465
280,1098,18,409,49,0.949907489445979,10140,0.2933781661734878,0.06717697489283528,0.0648854961832061,0.041590400650803334,0.04159592529711375,0.9473548303671626,0.5976653696498054
281,1,1,0,0,1.0,11779,0.2826299511124414,0.0,0.0,0.0,0.0,1.0,0.6957797066746483
282,1717,30,683,60,0.9518056000640923,6678,0.279321348883123,0.10508266993263932,0.11068702290076336,0.06945291844620703,0.050933786078098474,0.9493496666084946,0.39042202933253517
284,1075,13,541,39,0.9108974951474258,7726,0.2598674830494539,0.06576852418860991,0.04580152671755725,0.055013219442749645,0.03310696095076401,0.9063569297926126,0.4531577372044298
285,1179,10,342,130,0.9491633138472609,7391,0.27188312485764604,0.07213717085119412,0.03435114503816794,0.03477730323367907,0.11035653650254669,0.9465727324008633,0.43310386111942534
287,2380,22,1185,56,0.982699518481659,6897,0.2965372918796523,0.14568279240661358,0.08015267175572519,0.12050030506406345,0.04753820033955857,0.9818179050283253,0.40353187668362767
289,3225,40,970,70,0.9577904965823931,9118,0.3327447946959603,0.19742804654011023,0.14885496183206107,0.09863738051657515,0.059422750424448216,0.9556395468511936,0.5364860820113738
290,1529,25,558,87,0.9578349346747531,9571,0.3058431727207173,0.09357011635027557,0.0916030534351145,0.056741915802318486,0.07385398981324279,0.9556862494597188,0.5636037114636336
292,1237,26,412,60,0.9685197401522859,7065,0.2740737168246585,0.07568891610532762,0.09541984732824428,0.04189546471425666,0.050933786078098474,0.9669155408375579,0.4135887458844657
293,2752,29,1602,105,0.9898027169170538,4247,0.29359188804584563,0.16846295162278016,0.10687022900763359,0.16290420988407567,0.08913412563667232,0.9892830746201705,0.24489673750374139
294,3969,27,2000,371,0.9598344998095096,9303,0.39431499109486384,0.24298836497244336,0.09923664122137404,0.2033760423022168,0.3149405772495755,0.9577877102279436,0.5475606105956301
295,2246,19,804,101,0.9869988721784417,8977,0.31467614658619375,0.1374770361298224,0.06870229007633588,0.08175716900549115,0.08573853989813243,0.9863363490467101,0.5280454953606705
296,1104,20,424,61,0.952448108501429,4775,0.24358180692322376,0.06754439681567667,0.07251908396946564,0.04311572096806996,0.05178268251273345,0.9500249165670217,0.27650404070637535
297,2804,23,1111,330,0.9884601510422285,11871,0.3896478480681987,0.17164727495407225,0.08396946564885496,0.11297539149888143,0.2801358234295416,0.9878720930694013,0.7012870398084405
300,1028,23,605,56,0.9529750609921388,12158,0.3208275918744025,0.06289038579301898,0.08396946564885496,0.06152125279642058,0.04753820033955857,0.9505787219753561,0.7184675246932056
301,1067,17,331,22,0.9442963005555994,9686,0.2817712277510462,0.06527862829148806,0.061068702290076333,0.03365873500101688,0.01867572156196944,0.9414577014808523,0.570487877880874
302,2854,40,1124,134,0.9633297361894141,4755,0.29806356642150916,0.1747091243110839,0.14885496183206107,0.11429733577384583,0.11375212224108659,0.9614610599980354,0.27530679437294225
306,4735,28,1548,162,0.9882693334547517,6995,0.347492257789127,0.2898958971218616,0.10305343511450382,0.1574130567419158,0.13752122241086587,0.987671551628165,0.40939838371744985
307,1504,19,623,147,0.94559413178387,14915,0.36253508255506217,0.09203919167176974,0.06870229007633588,0.06335163717714053,0.12478777589134125,0.9428216687568268,0.883507931756959
308,2023,26,1188,34,0.971078459367071,12595,0.34719014831175404,0.12382118799755051,0.09541984732824428,0.12080536912751678,0.028862478777589132,0.9696046495609048,0.744627357078719
309,2298,39,1209,10,0.9784213973603223,3635,0.2671186807654638,0.14066135946111452,0.1450381679389313,0.12294081757169005,0.008488964346349746,0.9773217755740087,0.20826099970068843
310,1307,37,695,30,0.9890791556645192,6052,0.2758318356128933,0.0799755052051439,0.13740458015267176,0.07067317470002034,0.025466893039049237,0.9885226414843956,0.35294821909607904
311,10747,39,676,32,0.9969649187001851,16850,0.48252473146270275,0.6580526638089406,0.1450381679389313,0.06874110229814928,0.027164685908319185,0.9968102543052639,0.9993415145166118
312,1977,23,1257,43,0.9496301386474797,10352,0.32111961139605444,0.12100428658909981,0.08396946564885496,0.12782184258694326,0.0365025466893039,0.9470633460779284,0.6103561807841964
313,3317,32,1917,87,0.962043228993992,12862,0.38514866264152237,0.20306184935701163,0.1183206106870229,0.1949359365466748,0.07385398981324279,0.9601089938151313,0.7606105956300508
314,1281,30,424,52,0.9246062963969505,3163,0.22951650077868546,0.07838334353949786,0.11068702290076336,0.04311572096806996,0.044142614601018676,0.9207643164310958,0.18000598623166716
315,1161,21,376,56,0.9935756946124544,11866,0.3212299544265886,0.07103490508266994,0.07633587786259542,0.038234695952816755,0.04753820033955857,0.9932483190968088,0.7009877282250823
317,1525,29,1080,91,0.9413966979779753,8148,0.30068300149978905,0.09332516840171463,0.10687022900763359,0.10982306284319707,0.07724957555178268,0.9384103383545379,0.4784196348398683
318,1606,17,832,95,0.957699482969991,16637,0.37778973298154134,0.09828536436007348,0.061068702290076333,0.08460443359772218,0.08064516129032258,0.9555438952855041,0.9865908410655493
320,1350,263,533,122,0.9104691339775688,6578,0.4217860522377721,0.08260869565217391,1.0,0.054199715273540776,0.1035653650254669,0.9059067398100817,0.38443579766536967
321,1204,28,634,22,0.9349701016624612,6777,0.26464535101320347,0.07366809552969994,0.10305343511450382,0.06447020540980272,0.01867572156196944,0.9316562497802161,0.396348398683029
322,1654,55,711,123,0.9607819757796947,5696,0.2957444595599489,0.10122473974280466,0.20610687022900764,0.07230018303843808,0.10441426146010187,0.9587834685283714,0.33163723436096976
323,2948,73,770,608,0.9900160170848905,13966,0.47765153458614096,0.18046540110226578,0.2748091603053435,0.07829977628635347,0.5161290322580645,0.9895072443292604,0.8266985932355582
326,1546,36,1078,47,0.9646928416538457,7974,0.3014356616953633,0.09461114513165952,0.13358778625954199,0.10961968680089486,0.039898132427843805,0.9628936278132393,0.4680035917390003
327,987,24,596,47,0.8799011893521036,4678,0.2321914340554311,0.06037966932026944,0.08778625954198473,0.06060606060606061,0.039898132427843805,0.8737810864472035,0.27069739598922476
328,2235,24,1343,151,0.9784023019055433,4093,0.2837199517702183,0.13680342927127986,0.08778625954198473,0.13656701240593858,0.12818336162988114,0.9773017070359191,0.2356779407363065
331,1639,31,362,33,0.9439229463974939,6037,0.26212504228032757,0.10030618493570116,0.11450381679389313,0.03681106365670124,0.02801358234295416,0.9410653216067113,0.3520502843460042
332,2628,30,1217,212,0.9872025189777637,7586,0.3344340567223902,0.1608695652173913,0.11068702290076336,0.12375432174089893,0.1799660441426146,0.9865503734622747,0.44477701287039806
333,2324,16,1158,76,0.9724367266642061,6961,0.29336191411011764,0.14225352112676057,0.05725190839694656,0.11775472849298353,0.06451612903225806,0.9710321326611439,0.4073630649506136
334,1222,34,875,16,0.9319162594957024,7186,0.2754271324366791,0.07477036129822413,0.12595419847328243,0.08897701850721985,0.013582342954159592,0.9284467871854526,0.420832086201736
335,1329,27,781,80,0.7699503662564349,7003,0.2493323320636487,0.08132271892222903,0.09923664122137404,0.07941834451901567,0.06791171477079797,0.7582272906976525,0.4098772822508231
336,1060,33,729,24,0.9647719058156153,8776,0.2934135577531997,0.06484996938150643,0.12213740458015267,0.07413056741915802,0.02037351443123939,0.9629767209974739,0.5160131697096678
337,2020,42,1339,98,0.9544043424435769,5357,0.2938171474353589,0.12363747703612982,0.15648854961832062,0.13616026032133416,0.0831918505942275,0.9520808380328628,0.31134390900927866
338,2356,31,1145,100,0.9424253633575315,16297,0.39429473766248657,0.144213104715248,0.11450381679389313,0.11643278421801911,0.08488964346349745,0.939491423387075,0.9662376533971865
340,1078,30,514,87,0.9594382621830454,12999,0.3381573174198191,0.06595223515003062,0.11068702290076336,0.05226764287166972,0.07385398981324279,0.95737128076914,0.7688117330140677
341,1580,50,651,12,0.9804888197932139,5948,0.28105314202973836,0.09669320269442744,0.18702290076335878,0.06619890176937157,0.010186757215619695,0.9794945515734256,0.34672253816222687
342,2013,22,438,21,0.990442349701771,2365,0.2313198046978454,0.12320881812614819,0.08015267175572519,0.044539353264185476,0.017826825127334467,0.9899553023859928,0.13223585752768632
344,1740,50,657,61,0.9730919520076147,5304,0.2819996146000273,0.10649112063686467,0.18702290076335878,0.06680902989627822,0.05178268251273345,0.9717207475652477,0.30817120622568095
345,2525,12,1122,185,0.986188330977731,7182,0.31229397150016486,0.15456215554194733,0.04198473282442748,0.11409395973154363,0.1570458404074703,0.9854845035605508,0.4205926369350494
346,1121,138,681,14,0.9711999655862172,7469,0.34668762514456475,0.06858542559706063,0.5229007633587787,0.06924954240390482,0.011884550084889643,0.9697323476029404,0.4377731218198144
