stem,dom_nodes,nesting_depth,layout_element_count,img_count,structural_ratio,img_height,score,dom_nodes_norm,nesting_depth_norm,layout_element_count_norm,img_count_norm,structural_ratio_norm,img_height_norm
86,324,24,212,10,0.9610620517987317,3842,0.21955715789712685,0.01977954684629516,0.08778625954198473,0.02155786048403498,0.008488964346349746,0.9590778169123756,0.22065249925172103
87,111,10,43,3,0.7096632503660323,2739,0.14958314361440714,0.006736068585425597,0.03435114503816794,0.004372584909497661,0.0025466893039049238,0.6948680098865613,0.15462436396288537
88,90,18,45,7,0.8160995850622407,1680,0.16313536957088662,0.00545009185548071,0.0648854961832061,0.004575960951799878,0.005942275042444821,0.8067282227847857,0.09123017060760251
89,125,19,63,5,0.9651749956468745,995,0.18342855658613466,0.007593386405388855,0.06870229007633588,0.006406345332519829,0.004244482173174873,0.9634003518418698,0.05022448368751871
90,157,7,33,0,0.7691806836679327,995,0.1405753846119446,0.009552969993876302,0.022900763358778626,0.003355704697986577,0.0,0.7574183859335073,0.05022448368751871
91,270,9,122,7,0.9839359688091623,3314,0.20625297897637818,0.016472749540722597,0.030534351145038167,0.012405938580435224,0.005942275042444821,0.9831173635005412,0.1890451960490871
92,426,13,227,50,0.9256505576208178,4099,0.2158756925794181,0.0260257195345989,0.04580152671755725,0.023083180801301607,0.042444821731748725,0.9218617920549658,0.23603711463633642
95,32,5,10,2,0.9042145593869731,995,0.16157301965669707,0.0018983466013472138,0.015267175572519083,0.001016880211511084,0.001697792869269949,0.8993334389980163,0.05022448368751871
96,337,18,145,4,0.9881121214649203,995,0.1902220474406754,0.020575627679118188,0.0648854961832061,0.014744763066910718,0.003395585738539898,0.9875063282887586,0.05022448368751871
97,385,21,197,38,0.877210956097267,4111,0.2099751183195235,0.02351500306184936,0.07633587786259542,0.020032540166768354,0.03225806451612903,0.8709537618734025,0.23675546243639628
98,283,16,115,8,0.9382089639284985,2528,0.19500993478658835,0.01726883037354562,0.05725190839694656,0.011694122432377467,0.006791171477079796,0.9350601608944145,0.1419934151451661
99,340,9,176,31,0.8676510187595369,3880,0.19655674982366408,0.020759338640538885,0.030534351145038167,0.017897091722595078,0.02631578947368421,0.8609066606748841,0.22292726728524395
100,385,12,114,0,0.9627379926931416,3610,0.2074492956645614,0.02351500306184936,0.04198473282442748,0.011592434411226357,0.0,0.9608391619059684,0.20676444178389702
101,179,11,54,8,0.9385831559744603,1844,0.18297524319291755,0.01090018371096142,0.03816793893129771,0.005491153142159854,0.006791171477079796,0.9354534213542525,0.10104759054175397
102,266,16,132,3,0.7745505992010653,2501,0.16548138285307243,0.016227801592161667,0.05725190839694656,0.013422818791946308,0.0025466893039049238,0.7630619464384436,0.14037713259503143
103,221,10,103,7,0.8911650361003118,6006,0.21667548372655324,0.013472137170851195,0.03435114503816794,0.010473866178564165,0.005942275042444821,0.8856189264001085,0.35019455252918286
104,213,11,89,14,0.8296986518636003,2946,0.17668685178582685,0.012982241273729333,0.03816793893129771,0.009050233882448647,0.011884550084889643,0.8210202830286777,0.16701586351391798
106,32,6,12,0,0.77325208466966,1021,0.13928012288012523,0.0018983466013472138,0.019083969465648856,0.0012202562538133007,0.0,0.7616972610389603,0.051780903920981745
108,292,12,152,1,0.9217464565368223,2040,0.1844415864379557,0.017819963257807717,0.04198473282442748,0.015456579214968477,0.0008488964346349745,0.9177587422864971,0.11278060460939839
110,259,24,170,25,0.9678840839495108,3867,0.2217485543583578,0.015799142682180037,0.08778625954198473,0.017286963595688428,0.021222410865874362,0.9662474922959067,0.2221490571685124
112,24,6,13,0,0.7473200612557427,995,0.13441376974181016,0.0014084507042253522,0.019083969465648856,0.0013219442749644091,0.0,0.7344437703185036,0.05022448368751871
114,303,12,98,11,0.9591527214478034,6634,0.23744014439776248,0.018493570116350274,0.04198473282442748,0.009965426072808623,0.00933786078098472,0.9570711891930214,0.38778808739898235
116,14,5,4,0,0.3725656223539373,995,0.06788112513234555,0.0007960808328230251,0.015267175572519083,0.0004067520846044336,0.0,0.3405922586166081,0.05022448368751871
117,200,21,76,22,0.8924386579869805,1771,0.18309352359180306,0.012186160440906308,0.07633587786259542,0.007728289607484238,0.01867572156196944,0.8869574506531396,0.09667764142472314
119,21,11,14,1,0.9896617484693365,995,0.18017076894470616,0.001224739742804654,0.03816793893129771,0.0014236322961155175,0.0008488964346349745,0.9891349225758653,0.05022448368751871
120,623,13,257,48,0.9086708942668564,7168,0.24575720188436037,0.03808940600122474,0.04580152671755725,0.02613382143583486,0.04074702886247878,0.9040168637874203,0.4197545645016462
121,519,19,197,49,0.9203389830508475,9217,0.27012391862417373,0.03172075933864054,0.06870229007633588,0.020032540166768354,0.04159592529711375,0.9162795455043163,0.5424124513618677
124,808,13,505,47,0.903079071952139,7875,0.25778127820224817,0.04941824862216779,0.04580152671755725,0.05135245068130974,0.039898132427843805,0.8981400883761038,0.46207722238850646
125,960,19,498,118,0.9193698175787728,13012,0.32718165168728436,0.05872627066748316,0.06870229007633588,0.05064063453325198,0.100169779286927,0.9152609924289092,0.7695899431307992
126,989,11,430,1,0.9057746607159122,1192,0.1843725381994938,0.06050214329454991,0.03816793893129771,0.043725849094976614,0.0008488964346349745,0.9009730413696689,0.06201736007183478
127,1049,19,349,12,0.9822467383896407,8971,0.28126381706993236,0.06417636252296387,0.06870229007633588,0.03548911938173683,0.010186757215619695,0.9813420517622973,0.5276863214606405
129,679,22,343,15,0.976035194689924,4500,0.2340232775134448,0.04151867728107777,0.08015267175572519,0.03487899125483018,0.012733446519524618,0.9748139746478408,0.2600419036216702
130,838,17,384,43,0.9483481785192516,7615,0.2633506476779005,0.05125535823637477,0.061068702290076333,0.039048200122025624,0.0365025466893039,0.9457160586757464,0.4465130200538761
131,511,25,285,22,0.9313259658676347,6128,0.24263581541251134,0.031230863441518677,0.0916030534351145,0.028981086028065893,0.01867572156196944,0.9278264128452747,0.3574977551631248
132,460,24,172,29,0.9811116838202285,4905,0.23707294513659968,0.02810777709736681,0.08778625954198473,0.017490339637990644,0.02461799660441426,0.9801491560641511,0.2842861418736905
133,858,12,440,7,0.7147815473806663,6946,0.2086436825039908,0.05248009797917942,0.04198473282442748,0.0447427293064877,0.005942275042444821,0.7002471296708666,0.40646513020053876
135,660,15,221,19,0.9513954987871903,7290,0.2513948013533664,0.04035517452541335,0.05343511450381679,0.022473052674394957,0.016129032258064516,0.9489186670229205,0.42705776713558813
136,472,16,118,21,0.9565833683326334,2681,0.2035739658727579,0.028842620943049603,0.05725190839694656,0.011999186495830792,0.017826825127334467,0.9543709046774566,0.15115234959592935
137,629,15,233,38,0.9303626306084819,8163,0.2589958120910287,0.038456827924066135,0.05343511450381679,0.023693308928208257,0.03225806451612903,0.9268139870840084,0.47931756958994315
